concept_id,label,tipos,y2023,y2024,y2025,n,score,multi,opts,confianza,accion_sugerida,aprobar,text_2023,text_2024,text_2025
c059,para quien respondio que si que tipo de tramite ,categorica,p121,p130,p138,3,0.67,,code_partial,REVISAR,solo_concepto,,(Para quién respondió que sí) ¿Qué tipo de trámite o contact,P 130 (Para quién respondió que sí) ¿Qué tipo de trámite o c,¿Qué tipo de trámite o contacto fué?
c046,si respondio c compras que tipo de compras reali,categorica,p11,p14,p13,3,0.66,,code_partial,REVISAR,solo_concepto,,"Si respondió C Compras, ¿qué tipo de compras realizó?","Si respondió C Compras, ¿qué tipo de compras realizó?",¿Qué tipo de compras realizó?
c026,el trato del policia al ciudadano es de forma re,categorica,p100_4,p108_4,p120_4,3,0.65,,code_diff,REVISAR,solo_concepto,,¿El trato del policía al ciudadano es de forma respetuosa?,¿El trato del policía al ciudadano es de forma respetuosa?,¿El trato del policía hacia las personas de su colonia es de
c184,si respondio que si en al menos un inciso que ha,categorica,p57,p67,p80,3,0.47,,code_partial,REVISAR,solo_concepto,,"Si respondió que sí en al menos un inciso, ¿qué hace con los","Si respondió que sí, ¿qué hace con los residuos segregados?",¿Qué hace con los residuos separados?
c027,considera que las decisiones y actuar de la poli,categorica,p100_5,p108_5,,2,1.0,,code_diff,REVISAR,solo_concepto,,¿Considera que las decisiones y actuar de la policía benefic,P 108 5 ¿Considera que las decisiones y actuar de la policía,
c050,si contesto redes sociales cual,categorica,p113,p118,,2,1.0,,code_partial,REVISAR,solo_concepto,,"Si contestó redes sociales, ¿cuál?","P 118 Si contestó redes sociales, ¿cuál?",
c093,en su opinion cual es el principal problema que ,categorica,p142,p161,,2,1.0,,code_partial,REVISAR,solo_concepto,,En su opinión: ¿cuál es el principal problema que enfrenta l,En su opinión: ¿cuál es el principal problema que enfrenta l,
c137,para quien respondio que no cual es la razon pri,categorica,p35,p38,,2,1.0,,code_partial,REVISAR,solo_concepto,,Para quién respondió que no ¿cuál es la razón principal para,P 38 Para quién respondió que no ¿cuál es la razón principal,
c155,cual fue el motivo de su cambio de residencia,categorica,p45,p50,,2,1.0,,code_partial,REVISAR,solo_concepto,,¿Cuál fue el motivo de su cambio de residencia?,P 50 ¿Cuál fue el motivo de su cambio de residencia?,
c021,en su hogar existen suficientes dispositivos ele,categorica,p1,p1,,2,0.97,,code_diff,REVISAR,solo_concepto,,En su hogar existen suficientes dispositivos electrónicos (l,En su hogar existen suficientes dispositivos electrónicos (l,
c051,si en la pregunta anterior respondio que no se e,categorica,p114,p119,,2,0.89,,code_partial,REVISAR,solo_concepto,,"Si en la pregunta anterior respondió que no se entera, ¿por ","P 119 Si en la pregunta P117 respondió que no se entera, ¿po",
c340,si respondio que no cual es la razon principal p,categorica,,p66,p79,2,0.83,,code_partial,REVISAR,solo_concepto,,,Si respondió que no ¿Cuál es la razón principal por la que n,¿Cuál es la razón principal por la que no lo hace?
c057,si respondio sin viaje en la pregunta anterior p,categorica,p12,p12,,2,0.8,,code_partial,REVISAR,solo_concepto,,"Si respondió sin viaje en la pregunta anterior (P9), ¿por qu","P 12 Si respondió que no en la pregunta anterior (P11), ¿por",
c293,si contesto que si salio de casa cual fue el pri,categorica,,p13,p12,2,0.76,,code_partial,REVISAR,solo_concepto,,,"Si contestó que sí salió de casa, ¿cuál fue el principal mot",¿Cuál fue el principal motivo para trasladarse fuera de su c
c234,si no respondio siempre en la pregunta anterior ,categorica,p82,p88,,2,0.65,,code_partial,REVISAR,solo_concepto,,"Si no respondió siempre en la pregunta anterior, ¿Qué hizo p",P 88 Solo para servicios médicos públicos (Solo para quienes,
c313,sabe que tipo de iniciativa es como vamos,categorica,,p159,p163,2,0.64,,code_partial,REVISAR,solo_concepto,,,"¿Sabe qué tipo de iniciativa es ""Cómo Vamos""?",¿Sabe cuál de los siguientes tipos de iniciativa es “Cómo Va
